"","State","District","Incumbency_Code","Democratic_votes","Republican_votes","Year","Democratic_prop","Democratic_win"
"1652",25,6,"1",20665,17687,"1904",0.538824572382144,"1"
"1653",25,7,"-1",11271,25505,"1904",0.306477050250163,"0"
"1654",25,8,"-1",12889,25233,"1904",0.338098735638214,"0"
"1655",25,9,"-1",13124,19764,"1904",0.399051325711506,"0"
"1656",25,10,"-1",14121,29392,"1904",0.324523705559258,"0"
"1657",25,11,"-1",8637,31270,"1904",0.216428195554665,"0"
"1658",31,1,"-1",14886,19929,"1904",0.427574321413184,"0"
"1659",31,2,"1",21930,22116,"1904",0.497888571039368,"0"
"1660",31,3,"-1",14200,29297,"1904",0.326459296043405,"0"
"1661",31,4,"-1",13403,26399,"1904",0.336741872267725,"0"
"1662",31,5,"-1",15019,25313,"1904",0.372384211048299,"0"
"1663",31,6,"-1",13840,23213,"1904",0.373519013305265,"0"
"1664",31,7,"-1",12046,27637,"1904",0.303555678754126,"0"
"1665",31,8,"-1",14518,26603,"1904",0.353055616351742,"0"
"1666",31,9,"-1",13907,27214,"1904",0.338197028282386,"0"
"1667",31,10,"-1",14531,34977,"1904",0.293508119899814,"0"
"1668",31,11,"0",13521,32560,"1904",0.29341811158612,"0"
"1669",32,1,"-1",17808,25376,"1904",0.412374953686551,"0"
"1670",32,2,"-1",20308,26443,"1904",0.434386430236786,"0"
"1671",32,3,"-1",15762,29998,"1904",0.344449300699301,"0"
"1672",32,4,"-1",0,24185,"1904",0,"0"
"1673",32,5,"-1",0,22076,"1904",0,"0"
"1674",32,6,"-1",13274,21808,"1904",0.37837067441993,"0"
"1675",32,7,"0",19548,35598,"1904",0.354477205962354,"0"
"1677",32,98,"-1",105479,187983,"1904",0.359429841001561,"0"
"1678",33,1,"-1",12770,23188,"1904",0.355136548195117,"0"
"1679",33,2,"-1",10784,19246,"1904",0.359107559107559,"0"
"1680",33,3,"-1",10386,20116,"1904",0.340502262146744,"0"
"1681",33,4,"-1",0,25631,"1904",0,"0"
"1682",33,5,"0",15923,21933,"1904",0.420620245139476,"0"
"1683",33,6,"-1",16430,19309,"1904",0.459721872464255,"0"
"1684",33,7,"-1",0,27060,"1904",0,"0"
"1685",33,8,"-1",6626,22095,"1904",0.230702273597716,"0"
"1686",33,9,"-1",0,27061,"1904",0,"0"
"1687",34,1,"1",20216,19131,"1904",0.513787582280733,"1"
"1688",34,2,"1",21639,18596,"1904",0.537815334907419,"1"
"1689",34,3,"0",18791,19088,"1904",0.496079621954117,"0"
"1690",34,4,"0",18531,19831,"1904",0.483056149314426,"0"
"1691",34,5,"1",22912,23873,"1904",0.489729614192583,"0"
"1692",34,6,"1",17678,16637,"1904",0.515168293749089,"1"
"1693",34,7,"1",22204,23682,"1904",0.483894869894957,"0"
"1694",34,8,"1",16059,15091,"1904",0.51553772070626,"1"
"1695",34,9,"1",21508,19937,"1904",0.518952829050549,"1"
"1696",34,10,"-1",21271,34254,"1904",0.383088698784331,"0"
"1697",34,11,"1",17018,16326,"1904",0.510376679462572,"1"
"1698",34,12,"0",15134,14177,"1904",0.516324929207465,"1"
"1699",34,13,"1",15788,16166,"1904",0.494085247543344,"0"
"1700",34,14,"0",20873,23401,"1904",0.471450512716267,"0"
"1701",34,15,"1",19646,21654,"1904",0.475690072639225,"0"
"1702",34,16,"1",15123,15159,"1904",0.49940558747771,"0"
"1703",35,1,"-1",0,19786,"1904",0,"0"
"1704",35,2,"0",0,14417,"1904",0,"0"
"1705",35,3,"-1",0,24151,"1904",0,"0"
"1706",35,4,"-1",0,23407,"1904",0,"0"
"1707",35,5,"-1",0,19645,"1904",0,"0"
"1708",35,6,"-1",0,22580,"1904",0,"0"
"1713",40,1,"1",7826,2331,"1904",0.770503101309442,"1"
"1714",40,2,"1",10762,2800,"1904",0.7935407756968,"1"
"1715",40,3,"1",7121,1020,"1904",0.874708266797691,"1"
"1716",40,4,"1",6031,1248,"1904",0.828547877455694,"1"
"1717",40,5,"1",8893,4793,"1904",0.649788104632471,"1"
"1718",40,6,"1",7798,3429,"1904",0.694575576734658,"1"
"1719",40,7,"1",9051,4949,"1904",0.6465,"1"
"1720",40,8,"1",7986,2443,"1904",0.765749352766325,"1"
"1721",40,9,"-1",11710,15627,"1904",0.428357171598932,"0"
"1722",40,10,"1",9183,5460,"1904",0.627125589018644,"1"
"1723",41,1,"1",7686,0,"1904",1,"1"
"1724",41,2,"1",10177,0,"1904",1,"1"
"1725",41,3,"1",9566,0,"1904",1,"1"
"1726",41,4,"1",7087,2201,"1904",0.763027562446167,"1"
"1727",41,5,"1",10105,3095,"1904",0.765530303030303,"1"
"1728",41,6,"1",8873,2718,"1904",0.765507721508067,"1"
"1729",41,7,"1",9819,7756,"1904",0.558691322901849,"1"
"1730",41,8,"1",9898,1846,"1904",0.842813351498638,"1"
"1731",41,9,"1",9615,1775,"1904",0.844161545215101,"1"
"1732",42,1,"1",14391,0,"1904",1,"1"
"1733",42,2,"1",9065,5388,"1904",0.627205424479347,"1"
"1734",42,3,"0",9719,7547,"1904",0.562898181396965,"1"
"1735",42,4,"1",9308,6352,"1904",0.594380587484036,"1"
"1736",42,5,"1",11371,7288,"1904",0.60941100809261,"1"
"1737",42,6,"1",9459,5810,"1904",0.619490470888729,"1"
"1738",42,7,"1",14147,0,"1904",1,"1"
"1739",43,1,"1",8418,2257,"1904",0.788571428571429,"1"
"1740",43,2,"0",10711,2767,"1904",0.79470247811248,"1"
"1741",43,3,"1",6463,986,"1904",0.867633239360988,"1"
"1742",44,1,"1",7246,0,"1904",1,"1"
"1743",44,2,"1",8034,0,"1904",1,"1"
"1744",44,3,"1",6908,0,"1904",1,"1"
"1745",44,4,"1",7850,722,"1904",0.915772281847877,"1"
"1746",44,5,"1",9387,3760,"1904",0.714003194645166,"1"
"1747",44,6,"1",7197,0,"1904",1,"1"
"1748",44,7,"0",10350,4606,"1904",0.692029954533298,"1"
"1749",44,8,"1",7616,877,"1904",0.896738490521606,"1"
"1750",44,9,"0",12813,6000,"1904",0.681071599425929,"1"
"1751",44,10,"1",8606,0,"1904",1,"1"
"1753",45,1,"1",9157,791,"1904",0.92048652995577,"1"
"1754",45,2,"1",9786,798,"1904",0.924603174603175,"1"
"1755",45,3,"1",5649,1038,"1904",0.844773441004935,"1"
"1756",45,4,"0",6266,0,"1904",1,"1"
"1757",45,5,"1",5747,0,"1904",1,"1"
"1758",45,6,"1",5351,721,"1904",0.881258234519104,"1"
"1759",45,7,"1",5432,1007,"1904",0.843609256095667,"1"
"1760",46,1,"0",8049,0,"1904",1,"1"
"1761",46,2,"1",7279,0,"1904",1,"1"
"1762",46,3,"1",3744,0,"1904",1,"1"
"1763",46,4,"1",7135,0,"1904",1,"1"
"1764",46,5,"1",9362,0,"1904",1,"1"
"1765",46,6,"1",6563,0,"1904",1,"1"
"1766",46,7,"1",5730,0,"1904",1,"1"
"1767",46,8,"1",4934,0,"1904",1,"1"
"1768",47,1,"1",13065,3167,"1904",0.804891572203056,"1"
"1769",47,2,"1",12064,1919,"1904",0.862761925194879,"1"
"1770",47,3,"1",10645,5496,"1904",0.659500650517316,"1"
"1771",47,4,"1",12658,5197,"1904",0.708933071968636,"1"
"1772",47,5,"1",16497,11546,"1904",0.588275148878508,"1"
"1773",47,6,"1",9770,4193,"1904",0.699706366826613,"1"
"1774",47,7,"1",12642,8986,"1904",0.584520066580359,"1"
"1775",47,8,"0",15321,15566,"1904",0.496033930132418,"0"
"1776",47,9,"1",13822,9957,"1904",0.581269187097859,"1"
"1777",47,10,"1",13554,12666,"1904",0.516933638443936,"1"
"1778",48,1,"1",6068,346,"1904",0.946055503585906,"1"
"1779",48,2,"0",7421,423,"1904",0.946073431922488,"1"
"1780",48,3,"1",7659,0,"1904",1,"1"
"1781",48,4,"1",8516,0,"1904",1,"1"
"1782",48,5,"1",7928,0,"1904",1,"1"
"1783",48,6,"0",8348,0,"1904",1,"1"
"1784",48,7,"1",8726,583,"1904",0.937372435277688,"1"
"1785",49,1,"1",12473,4838,"1904",0.720524521980244,"1"
"1786",49,2,"0",13119,4099,"1904",0.761935184109653,"1"
"1787",49,3,"1",12473,4441,"1904",0.737436443183162,"1"
"1788",49,4,"1",14435,1537,"1904",0.903769095917856,"1"
"1789",49,5,"1",14292,2327,"1904",0.859979541488658,"1"
"1790",49,6,"1",9438,0,"1904",1,"1"
"1791",49,7,"1",8040,0,"1904",1,"1"
"1792",49,8,"0",9804,4384,"1904",0.691006484352974,"1"
"1793",49,9,"1",14316,5484,"1904",0.723030303030303,"1"
"1794",49,10,"1",11761,0,"1904",1,"1"
"1795",49,11,"1",10305,1912,"1904",0.84349676680036,"1"
"1796",49,12,"0",12480,1933,"1904",0.865884964962187,"1"
"1797",49,13,"1",18604,2157,"1904",0.896103270555368,"1"
"1798",49,14,"1",15097,0,"1904",1,"1"
"1799",49,15,"1",10647,5767,"1904",0.648653588400146,"1"
"1800",49,16,"0",17488,3562,"1904",0.830783847980998,"1"
"1801",51,1,"1",25558,13755,"1904",0.650115737796658,"1"
"1802",51,2,"1",20732,16517,"1904",0.556578700099332,"1"
"1803",51,3,"0",18432,18332,"1904",0.501360026112501,"1"
"1804",51,4,"1",21979,19419,"1904",0.530919368085415,"1"
"1805",51,5,"1",23712,22229,"1904",0.516140266864021,"1"
"1806",51,6,"0",18854,16089,"1904",0.539564433505995,"1"
"1807",51,7,"1",20356,13187,"1904",0.606862832781802,"1"
"1808",51,8,"1",16481,14536,"1904",0.531353773736983,"1"
"1809",51,9,"1",21291,21335,"1904",0.499483883076057,"0"
"1810",51,10,"1",19154,17736,"1904",0.519219300623475,"1"
"1811",51,11,"0",13200,31349,"1904",0.296302947316438,"0"
"1812",52,1,"-1",17582,17072,"1904",0.507358457898078,"1"
"1813",52,2,"1",18922,16734,"1904",0.53068207314337,"1"
"1814",52,3,"-1",15373,17405,"1904",0.469003599975593,"0"
"1815",52,4,"0",18464,16754,"1904",0.524277358169118,"1"
"1816",52,5,"-1",13762,16896,"1904",0.448887729140844,"0"
"1817",52,6,"-1",15077,19131,"1904",0.440744855004677,"0"
"1823",54,1,"-1",8879,19657,"1904",0.311150827025512,"0"
"1824",54,2,"0",6013,14963,"1904",0.286660945842868,"0"
"1825",54,3,"1",16541,14285,"1904",0.53659248686174,"1"
"1826",54,4,"0",13359,11596,"1904",0.535323582448407,"1"
"1827",54,5,"0",13581,6192,"1904",0.686845698680018,"1"
"1828",54,6,"1",13777,3517,"1904",0.796634670984156,"1"
"1829",54,7,"1",13090,8027,"1904",0.61987971776294,"1"
"1830",54,8,"1",13395,11452,"1904",0.539099287640359,"1"
"1831",54,9,"0",16222,5443,"1904",0.748765289637664,"1"
"1832",54,10,"1",13595,4307,"1904",0.759412356161323,"1"
"1833",56,1,"-1",21100,27459,"1904",0.434522951461109,"0"
"1834",56,2,"-1",21888,24225,"1904",0.474660074165637,"0"
"1835",56,3,"-1",22125,26236,"1904",0.457496743243523,"0"
"1836",56,4,"1",22942,18912,"1904",0.548143546614422,"1"
"1837",56,5,"-1",21276,27593,"1904",0.435368024719147,"0"
"1838",62,1,"0",50022,55940,"1904",0.472074894773598,"0"
"1839",62,2,"-1",58554,68101,"1904",0.462311002329162,"0"
"1840",62,98,"3",112373,121236,"1904",0.481030268525613,"0"
"1841",63,98,"-1",20146,44813,"1904",0.310134084576425,"0"
"1842",64,98,"-1",0,32957,"1904",0,"0"
"1843",65,98,"1",5525,5301,"1904",0.510345464622206,"1"
"1844",67,98,"-1",37445,52675,"1904",0.415501553484243,"0"
"1845",68,98,"-1",9903,19862,"1904",0.33270619855535,"0"
"1846",71,1,"-1",15706,21602,"1904",0.420982094993031,"0"
"1847",71,2,"1",21640,22873,"1904",0.486150113450003,"0"
"1848",71,3,"-1",7210,24637,"1904",0.226394950858794,"0"
"1849",71,4,"0",0,20012,"1904",0,"0"
"1850",71,5,"1",18025,23701,"1904",0.431984853568518,"0"
"1851",71,6,"-1",13074,18828,"1904",0.409817566296784,"0"
"1852",71,7,"-1",11259,31091,"1904",0.265855962219599,"0"
"1853",71,8,"0",12861,23683,"1904",0.351931917688266,"0"
"1854",72,1,"0",17157,23970,"1904",0.41717120140054,"0"
"1855",72,2,"-1",12773,27126,"1904",0.320133336675105,"0"
"1862",1,1,"-1",15039,21605,"1906",0.410408252374195,"0"
"1863",1,2,"-1",23757,29058,"1906",0.449815393354161,"0"
"1864",1,3,"0",8833,12391,"1906",0.416179796456841,"0"
"1865",1,4,"-1",18969,26484,"1906",0.417332189294436,"0"
"1866",1,98,"-1",67747,88115,"1906",0.434660148079712,"0"
"1867",2,1,"-1",15254,16903,"1906",0.474360170413907,"0"
"1868",2,2,"-1",17346,18708,"1906",0.481111665834581,"0"
"1869",2,3,"-1",14891,16682,"1906",0.471637158331486,"0"
"1870",2,4,"-1",13705,17279,"1906",0.442325071004389,"0"
"1871",3,1,"-1",9528,15622,"1906",0.378846918489066,"0"
"1872",3,2,"-1",8412,15873,"1906",0.34638665843113,"0"
"1873",3,3,"0",10415,15686,"1906",0.399026857208536,"0"
"1874",3,4,"-1",0,20750,"1906",0,"0"
"1875",3,5,"-1",12881,15778,"1906",0.449457413029066,"0"
"1876",3,6,"-1",14055,18390,"1906",0.433194637078132,"0"
"1877",3,7,"-1",9816,21752,"1906",0.310947795235682,"0"
"1878",3,8,"-1",11690,17952,"1906",0.394372849335402,"0"
"1879",3,9,"1",15997,6256,"1906",0.71886936592819,"1"
"1880",3,10,"0",18979,14621,"1906",0.56485119047619,"1"
"1881",3,11,"0",18099,14670,"1906",0.552320790991486,"1"
"1882",3,12,"-1",10591,18948,"1906",0.358542943227597,"0"
"1883",3,13,"-1",6603,14236,"1906",0.316857814674409,"0"
"1884",3,14,"-1",6815,18002,"1906",0.274610146270702,"0"
"1885",4,1,"-1",15601,22701,"1906",0.407315544880163,"0"
"1886",4,2,"-1",15669,23073,"1906",0.404444788601518,"0"
"1887",5,1,"1",16846,16030,"1906",0.512410268889159,"1"
"1888",5,2,"-1",14593,16979,"1906",0.46221335360446,"0"
"1889",6,1,"-1",8957,20660,"1906",0.302427659789985,"0"
"1890",6,2,"-1",8157,20738,"1906",0.282297975428275,"0"
"1891",11,98,"-1",17118,20210,"1906",0.458583369052722,"0"
"1892",12,1,"-1",9308,20674,"1906",0.310452938429724,"0"
"1893",12,2,"-1",8921,19637,"1906",0.312381819455144,"0"
"1894",12,3,"-1",16638,20472,"1906",0.448342764753436,"0"
"1895",12,4,"-1",13989,17497,"1906",0.444292701518135,"0"
"1896",12,5,"-1",19208,19760,"1906",0.492917265448573,"0"
"1897",12,6,"0",25438,23335,"1906",0.521559059315605,"1"
"1898",12,7,"-1",15983,16493,"1906",0.492148047789137,"0"
"1899",12,8,"0",18334,12460,"1906",0.595375722543353,"1"
"1900",12,9,"0",18367,12628,"1906",0.592579448298113,"1"
"1901",12,10,"0",22882,9305,"1906",0.710908130611738,"1"
"1902",13,1,"-1",14418,22569,"1906",0.389812636872415,"0"
"1903",13,2,"1",11420,7591,"1906",0.600704855083899,"1"
"1904",13,3,"-1",10707,16546,"1906",0.392874178989469,"0"
"1905",13,4,"-1",12114,17079,"1906",0.414962491008118,"0"
"1906",13,5,"-1",11995,19832,"1906",0.376881264335313,"0"
"1907",13,6,"-1",17102,21195,"1906",0.446562393921195,"0"
"1908",13,7,"1",15055,8433,"1906",0.640965599455041,"1"
"1909",13,8,"0",21340,10632,"1906",0.667459026648317,"1"
"1910",13,9,"1",7276,2734,"1906",0.726873126873127,"1"
"1911",13,10,"1",15962,4843,"1906",0.767219418409036,"1"
"1912",13,11,"0",26511,10640,"1906",0.713601248956959,"1"
"1913",13,12,"0",20481,7410,"1906",0.73432289986017,"1"
"1914",13,13,"-1",9881,16381,"1906",0.376247048968091,"0"
"1915",13,14,"0",17675,10006,"1906",0.638524619775297,"1"
"1916",13,15,"-1",13123,16210,"1906",0.447380083864589,"0"
"1917",13,16,"0",16954,7062,"1906",0.705946035976016,"1"
"1918",13,17,"-1",23284,27159,"1906",0.461590309854687,"0"
"1919",13,18,"1",28339,17943,"1906",0.612311481785575,"1"
"1920",13,19,"-1",19218,23356,"1906",0.451402264292761,"0"
"1921",13,20,"-1",16111,21191,"1906",0.431907136346577,"0"
"1922",13,21,"0",19745,20717,"1906",0.487988730166576,"0"
"1923",13,22,"-1",17188,22344,"1906",0.434787007993524,"0"
"1924",13,23,"-1",27344,29099,"1906",0.484453342309941,"0"
"1925",13,24,"0",23215,24474,"1906",0.48679989096018,"0"
"1926",13,25,"0",18385,25041,"1906",0.423363883387832,"0"
"1927",13,26,"0",10931,26209,"1906",0.294318793753366,"0"
"1928",13,27,"-1",19757,24027,"1906",0.451237895121506,"0"
"1929",13,28,"-1",12573,23451,"1906",0.349017321785476,"0"
"1930",13,29,"-1",17385,30350,"1906",0.364198177437939,"0"
"1931",13,30,"-1",16269,27069,"1906",0.375398034057871,"0"
"1932",13,31,"-1",14150,25475,"1906",0.357097791798107,"0"
"1933",13,32,"-1",21393,25343,"1906",0.457741355700103,"0"
"1934",13,33,"-1",15883,21235,"1906",0.427905598361981,"0"
"1936",13,35,"1",22140,16494,"1906",0.573070352539214,"1"
"1937",13,36,"-1",16209,24457,"1906",0.398588501450843,"0"
"1938",13,37,"-1",11562,25468,"1906",0.312233324331623,"0"
"1939",14,1,"-1",4738,24280,"1906",0.163277965400786,"0"
"1940",14,2,"0",4262,28140,"1906",0.131535090426517,"0"
"1941",14,3,"0",11240,20337,"1906",0.355955283909174,"0"
"1942",14,4,"-1",3993,26289,"1906",0.131860511194769,"0"
"1943",14,5,"0",3987,29390,"1906",0.119453515894179,"0"
"1944",14,6,"-1",6425,38269,"1906",0.143755313912382,"0"
"1945",14,7,"-1",8249,19676,"1906",0.295398388540734,"0"
"1946",14,8,"-1",18231,22416,"1906",0.448520185991586,"0"
"1947",14,9,"-1",0,18903,"1906",0,"0"
"1948",14,10,"-1",18037,11796,"1906",0.604598934066302,"1"
"1949",14,11,"0",16176,0,"1906",1,"1"
"1950",14,12,"0",10247,15652,"1906",0.395652341789258,"0"
"1951",14,13,"0",21885,16488,"1906",0.570322883277304,"1"
"1952",14,14,"-1",12091,11288,"1906",0.517173531802045,"1"
"1953",14,15,"-1",14582,14201,"1906",0.506618490080951,"1"
"1954",14,16,"-1",14707,12131,"1906",0.547991653625456,"1"
"1955",14,17,"0",14036,17130,"1906",0.450362574600526,"0"
"1956",14,18,"-1",14457,22447,"1906",0.391746152178626,"0"
"1957",14,19,"-1",13649,17521,"1906",0.437888995829323,"0"
"1958",14,20,"-1",15204,15653,"1906",0.492724503354182,"0"
"1959",14,21,"0",10572,15210,"1906",0.410053525715616,"0"
"1960",14,22,"-1",10490,15924,"1906",0.397137881426516,"0"
"1961",14,23,"-1",10309,15008,"1906",0.407196745269977,"0"
"1962",14,24,"-1",14163,15490,"1906",0.477624523656966,"0"
"1963",14,25,"-1",8109,13564,"1906",0.37415217090389,"0"
"1964",14,26,"-1",15371,12427,"1906",0.552953449888481,"1"
"1965",14,27,"0",9101,14646,"1906",0.383248410325515,"0"
"1966",14,28,"0",10433,16550,"1906",0.386650854241559,"0"
"1967",14,29,"-1",0,17688,"1906",0,"0"
"1968",14,30,"-1",6452,13984,"1906",0.315717361518888,"0"
"1969",14,31,"-1",5740,13364,"1906",0.300460636515913,"0"
"1970",14,32,"-1",4811,14525,"1906",0.248810508895325,"0"
"1971",21,1,"-1",10015,17015,"1906",0.370514243433222,"0"
"1972",21,2,"-1",8565,20660,"1906",0.293071000855432,"0"
"1973",21,3,"-1",6569,14130,"1906",0.317358326489202,"0"
"1974",21,4,"-1",9997,8377,"1906",0.544084031784043,"1"
"1975",21,5,"-1",9545,8634,"1906",0.52505638373948,"1"
"1976",21,6,"-1",10734,18153,"1906",0.371585834458407,"0"
"1977",21,7,"-1",11383,18595,"1906",0.379711788645006,"0"
"1978",21,8,"-1",11336,11421,"1906",0.498132442764864,"0"
"1979",21,9,"-1",8504,15316,"1906",0.357010915197313,"0"
"1980",21,10,"-1",7598,18886,"1906",0.286890197855309,"0"
"1981",21,11,"-1",9104,18569,"1906",0.328984931160337,"0"
"1982",21,12,"-1",0,19463,"1906",0,"0"
"1983",21,13,"-1",14747,16590,"1906",0.470593866675176,"0"
"1984",21,14,"-1",12978,18583,"1906",0.411203700769938,"0"
"1985",21,15,"-1",14191,19975,"1906",0.415354445940409,"0"
"1986",21,16,"-1",13876,16983,"1906",0.449658122427817,"0"
"1987",21,17,"-1",11377,16804,"1906",0.403711720662858,"0"
"1988",21,18,"-1",12777,22804,"1906",0.359096146819932,"0"
"1989",21,19,"-1",19247,23662,"1906",0.448553916427789,"0"
"1990",21,20,"1",19578,14645,"1906",0.572071413961371,"1"
"1991",21,21,"-1",22429,17396,"1906",0.563188951663528,"1"
"1992",21,22,"-1",15371,23138,"1906",0.399153444649303,"0"
"1993",21,23,"-1",21680,20361,"1906",0.515687067386599,"1"
"1994",21,24,"-1",16241,17990,"1906",0.474452981215857,"0"
"1995",21,25,"-1",14240,17835,"1906",0.443959469992206,"0"
"1996",22,1,"0",18959,20278,"1906",0.483191885210388,"0"
"1997",22,2,"-1",21889,22299,"1906",0.495360731420295,"0"
"1998",22,3,"0",18606,18151,"1906",0.506189297276709,"1"
"1999",22,4,"1",20049,18181,"1906",0.524431075071933,"1"
"2000",22,5,"-1",21579,22532,"1906",0.489197705787672,"0"
"2001",22,6,"-1",20629,22135,"1906",0.482391731362829,"0"
"2002",22,7,"-1",23234,28020,"1906",0.453310961095719,"0"
"2003",22,8,"-1",24027,19783,"1906",0.548436430038804,"1"
"2004",22,9,"-1",21633,23865,"1906",0.475471449294474,"0"
"2005",22,10,"-1",20072,24695,"1906",0.448365983872049,"0"
"2006",22,11,"-1",22988,19833,"1906",0.536839401228369,"1"
"2007",22,12,"-1",19345,19695,"1906",0.495517418032787,"0"
"2008",22,13,"-1",23153,23360,"1906",0.497774815642939,"0"
"2009",23,1,"-1",16975,23741,"1906",0.416912270360546,"0"
"2010",23,2,"-1",0,23397,"1906",0,"0"
"2011",23,3,"-1",10388,16821,"1906",0.381785438641626,"0"
"2012",23,4,"-1",11561,18553,"1906",0.38390781696221,"0"
"2013",23,5,"0",0,18487,"1906",0,"0"
"2014",23,6,"-1",14360,24001,"1906",0.374338520893616,"0"
"2015",23,7,"-1",11028,17100,"1906",0.392064846416382,"0"
"2016",23,8,"-1",0,16849,"1906",0,"0"
"2017",23,9,"0",5288,14374,"1906",0.268945173430984,"0"
"2018",23,10,"-1",0,18958,"1906",0,"0"
"2019",23,11,"-1",7517,18110,"1906",0.293323447926016,"0"
"2020",23,12,"-1",6315,22271,"1906",0.220912334709298,"0"
"2021",24,1,"-1",18004,25161,"1906",0.417097185219507,"0"
"2022",24,2,"-1",12258,23219,"1906",0.345519632437918,"0"
"2023",24,3,"0",22837,24567,"1906",0.481752594717745,"0"
"2024",24,4,"0",17582,12934,"1906",0.576156770218902,"1"
"2025",24,5,"-1",17256,16241,"1906",0.515150610502433,"1"
"2026",24,6,"0",17471,16291,"1906",0.51747526805284,"1"
"2027",24,7,"-1",12387,15975,"1906",0.436746350751005,"0"
"2028",24,8,"-1",16396,21524,"1906",0.432383966244726,"0"
"2029",24,9,"0",18411,18370,"1906",0.500557352981159,"1"
"2030",24,10,"-1",14686,17979,"1906",0.449594367059544,"0"
"2031",24,11,"0",19914,21247,"1906",0.483807487670368,"0"
"2032",24,12,"3",13351,19629,"1906",0.404821103699212,"0"
"2033",24,13,"-1",20463,20736,"1906",0.496686812786718,"0"
"2034",24,14,"0",18443,20962,"1906",0.468037051135643,"0"
"2035",24,15,"-1",16945,18364,"1906",0.479905972981393,"0"
"2036",24,16,"-1",11347,14712,"1906",0.435434974480985,"0"
"2037",24,17,"0",19982,19497,"1906",0.506142506142506,"1"
"2038",24,18,"-1",17840,19684,"1906",0.475429058735742,"0"
"2039",24,19,"-1",10926,20341,"1906",0.349441903604439,"0"
"2040",24,20,"0",16966,19439,"1906",0.466034885317951,"0"
"2041",24,21,"-1",0,20826,"1906",0,"0"
"2042",25,1,"-1",8818,16226,"1906",0.3521003034659,"0"
"2043",25,2,"-1",12881,14806,"1906",0.465236392530791,"0"
"2044",25,3,"-1",14701,13690,"1906",0.517804938184636,"1"
"2045",25,4,"0",8656,12231,"1906",0.414420452913295,"0"
"2046",25,5,"-1",8192,13948,"1906",0.370009033423668,"0"
"2047",25,6,"1",19446,10512,"1906",0.649108752253154,"1"
"2048",25,7,"-1",6779,18042,"1906",0.273115507030337,"0"
"2049",25,8,"-1",9594,16966,"1906",0.361219879518072,"0"
"2050",25,9,"0",8689,14180,"1906",0.379946652673925,"0"
"2051",25,10,"0",10669,20225,"1906",0.345342137631903,"0"
"2052",25,11,"-1",5147,19002,"1906",0.213135119466645,"0"
"2053",31,1,"0",15875,16145,"1906",0.49578388507183,"0"
"2054",31,2,"-1",18520,20112,"1906",0.479395319942017,"0"
"2055",31,3,"-1",15113,22315,"1906",0.403788607459656,"0"
"2056",31,4,"-1",12739,20731,"1906",0.380609501045713,"0"
"2057",31,5,"-1",14612,19076,"1906",0.43374495369271,"0"
"2058",31,6,"-1",18987,16713,"1906",0.531848739495798,"1"
"2059",31,7,"-1",11464,19617,"1906",0.368842701328786,"0"
"2060",31,8,"-1",16074,19516,"1906",0.451643720146108,"0"
"2061",31,9,"-1",13250,21863,"1906",0.377353117079144,"0"
"2062",31,10,"-1",15317,26017,"1906",0.370566603764455,"0"
"2063",31,11,"-1",16893,22236,"1906",0.431725829947098,"0"
"2064",32,1,"-1",16215,22790,"1906",0.415715933854634,"0"
"2065",32,2,"-1",19653,23521,"1906",0.455204521239635,"0"
"2066",32,3,"-1",19807,25669,"1906",0.435548421145219,"0"
"2067",32,4,"-1",14313,17393,"1906",0.451428751655838,"0"
"2068",32,5,"-1",14561,18183,"1906",0.444692157341803,"0"
"2069",32,6,"-1",17116,21212,"1906",0.446566478814444,"0"
"2070",32,7,"0",15623,21580,"1906",0.419939252210843,"0"
"2071",32,8,"-1",10427,14862,"1906",0.412313654157934,"0"
"2073",33,1,"-1",12676,17352,"1906",0.422139336619155,"0"
"2074",33,2,"-1",13526,12466,"1906",0.520390889504463,"1"
"2075",33,3,"-1",0,19461,"1906",0,"0"
"2076",33,4,"-1",9179,19300,"1906",0.322307665297237,"0"
"2077",33,5,"0",16448,23742,"1906",0.409256033839264,"0"
"2078",33,6,"0",13115,16752,"1906",0.439113402752201,"0"
"2079",33,7,"-1",0,21491,"1906",0,"0"
"2080",33,8,"-1",0,18640,"1906",0,"0"
"2081",33,9,"-1",0,22145,"1906",0,"0"
"2082",34,1,"1",19796,16655,"1906",0.543085237716386,"1"
"2083",34,2,"1",20732,15814,"1906",0.567285065397034,"1"
"2084",34,3,"-1",18669,16616,"1906",0.529091682017855,"1"
"2085",34,4,"-1",18631,17458,"1906",0.516251489373493,"1"
"2086",34,5,"-1",19710,21496,"1906",0.478328398776877,"0"
"2087",34,6,"1",17574,15579,"1906",0.530087774862003,"1"
"2088",34,7,"-1",22248,20497,"1906",0.520481927710843,"1"
"2089",34,8,"1",16245,14186,"1906",0.533830633235845,"1"
"2090",34,9,"1",21364,17972,"1906",0.54311572096807,"1"
"2091",34,10,"-1",16336,31639,"1906",0.340510682647212,"0"
"2092",34,11,"0",13133,13171,"1906",0.499277676399027,"0"
"2093",34,12,"0",10451,11281,"1906",0.480903736425548,"0"
"2094",34,13,"-1",16056,15628,"1906",0.50675419770231,"1"
"2095",34,14,"-1",24288,22799,"1906",0.515811158069106,"1"
"2096",34,15,"0",20677,20402,"1906",0.503347209036247,"1"
"2097",34,16,"-1",15366,14939,"1906",0.507045042072265,"1"
"2098",35,1,"0",11870,14771,"1906",0.445553845576367,"0"
